skill_id,skill
1081,Financial Regulation
1082,Financial Risk
1086,Financial Statement
1088,Finanical Economics
1091,Firm
1093,Fiscal Policy
1108,Forensic Accounting
1133,Fund Accounting
1159,General Equilibrium Theory
1163,General Theory of Keynes
1167,Generally-Accepted Auditing Standards (GAAS)
1168,Generally-Accepted Principles
1198,Goods
1199,Goods and Services
1214,Governmental Accounting
1232,Great Depression
1262,Health Economics
1265,Health Law
1286,Hindu Law
1316,Hyperinflation
1357,Immigration Law
1361,Incident Management
1362,Income Statement
1365,Indifference Curve
1380,Inflation
1406,Input-output Model
1408,Insider Trading
1409,Insolvency Law
1431,Interest
1432,Interest Rate
1436,International Business
1437,International Criminal Law
1439,International Finance
1440,International Financial Reporting Standards (IFRS)
1441,International Human Rights
1443,International Legal Theory
1446,International Slavery Law
1447,International Standards on Auditing (ISA)
1449,International Trade
1450,International Trade Law
1461,Intertemporal Choice
1340,IS-LM Model
1477,Jain Law
1494,Jewish Law
1523,Knowledge Economics
1525,Knowledge Management
1530,Kownledge Economy
1558,Legal Archaeology
1559,Legal Fiction
1560,Legal Formalism
1564,Legal Systems
1565,Legal Theory
1593,Liquidation
1632,Macroeconmic Model
1647,Management Accounting Principles (MAP)
1649,Management Information System (MIS)
1651,Managerial Finance
1660,Marginal Cost
1661,Marginal Utility
1665,Maritime Law
1668,Market Economy
1669,Market Failure
1673,Market Structure
1679,Marketing Management
1687,Materials Management
1715,Mechanism Design
1719,Media Law
1730,Mergers and Acquisitions (M&A)
1743,Microfoundations
1776,Military Law
1790,Mixed Economy
1812,Monetary Policy
1813,Money
1814,Money Creation
1815,Money Demand
1816,Money Supply
1821,Monopolistic Competition
1822,Monopoly
1823,Monopsony
1866,National Account Systems (NAS)
1867,National Accounts
1879,Natural Resource Economics
1934,Non-Accelerating Inflation Rate of Unemployment (NAIRU)
1936,Non-convexity
1980,Office Management
1985,Oligopoly
1986,Oligopsony
1990,Online Business
1997,Open Economy
2012,Opportunity Cost
2074,Pareto Efficiency
2108,Perfect Competition
2157,Planned Economy
2193,Power Management
2200,Preference
2205,Price
2206,Price Level
2209,Principle of Legality
2222,Problem Management
2233,Product
2236,Product Liability
2237,Product Life-cycle Management (PLM)
2245,Production Set
2250,Profit
2290,Public Choice
2294,Public Good
2296,Public International Law
2300,Public Law
2309,Purchasing Power Parity (PPP)
2330,Quality Management
2365,Rate of Profit
2366,Rational Expectations
2368,Rationing
2375,Recession
2376,Records Management
2381,Regional Economics
2400,Religious Law
2406,Rent
2414,Resource Management
2421,Returns to Scale
2433,Risk Aversion
2439,Roman Law
2449,Rule of Law
2486,Saving
2489,Scarcity
2561,Service Economics
2562,Service Management
2566,Sharia
2570,Shortage
2571,Shrinkflation
2593,Social Accounting
2594,Social Choice
2596,Social Cost
2616,Socialist Law
2660,Space Law
2681,Sports Law
2688,Stagflation
2704,Statutory Law
2709,Stock Market
2717,Strategic Management
2740,Sunk Cost
2746,Supply and Demand
2743,Supply Chain Management
2745,Supply Shock
2772,Systems Management
2782,Talent Management
2788,Tax
2798,Technology Management
2857,Trade
2861,Transaction Cost
2867,Transport Law
2869,Transportation Economics
2879,Trust Law
2891,Uncertainty
2893,Unemployment
2894,Unenforced Law
2897,Unit Cost
2909,Urban Economics
2924,Utility
2986,Wage
3039,Working Capital
3051,Xeert
3061,Yassa
533,Computational Optimization
561,Computing Interface
1064,File System
1682,Markup Language
2255,Programming Model
2731,Style Sheet Language
1967,Object-Oriented Programming (OOP)
2339,Query Language
103,Analytics
703,Data Manipulation
1697,Mathematical Optimization
1131,Function
2216,Proability
1458,Internet of Things (IoT)
2212,Privacy
2712,Storage System
546,Computer Hardware
20,Access Query Languages
40,Adobe Analytics
85,Amazon Relational Database Service
100,Analytical Chemistry
102,Analytical Thinking
9,ATLAS.ti
303,Box Plot
312,Bubble Chart
320,Burn Down Chart
336,Business Intelligence Development
337,Business Intelligence Development Studio
338,Business Intelligence Testing
339,Business Intelligence Tool
406,Character Encoding
407,Character Encodings in HTML
409,Chart Abstraction
410,Chart.js
458,Cluster Analysis
473,Coherent Remote File System (CRFS)
600,Contextual Query Language
603,Control Chart
618,Core Architecture Data Model
693,Data Analysis And Display (DADiSP)
694,Data Capture
697,Data Encoding
704,Data Manipulation Language
707,Data Mining Query Language (DMQL)
708,Data Modeling
720,Data Streaming
734,Database Application
736,Database Development
739,Database Management Systems
740,Database Systems
743,Dataframe
755,Dedoose
824,Distributed File System
826,Distributed Relational Database Architecture
827,Distributed Social Networking Protocols
834,Doctrine Query Language (DQL)
888,Educational Data Mining
909,Electronic Filing System
937,Encoding
970,Entrop Encoding
990,Erwin
1065,File System Permission
1066,File System Permissions
1071,Financial Analysis
1079,Financial Modeling
1097,Flow Process Chart
1148,Gantt Chart
1161,General Parallel File System
1200,Google Analytics
1277,Hibernate Query Language
1287,Histogram
1245,HTTP Live Streaming
1323,IBM Cognos Business Intelligence
1482,Java Data Mining
1483,Java Persistence Query Language
1496,Joint Consultation Command And Control Information Exchange Data Model (JC3IEDM)
1498,Journaling File System
1528,Kosmos Distributed File System (KFS)
1604,Logical Data Models
1610,Lookup Table
1675,Marketing Analytics
1749,Microsoft Business Intelligence
1764,Microsoft SQL Servers
1789,Missing Data
1810,Molecular Query Language
1857,MySQL Workbench
1858,MySQL++
1859,MySQL5
1895,Network Analysis
1896,Network Analysis Module
1899,Network File System
1911,Network Theory
1861,NT File System (NTFS)
1965,Object-Oriented Data Model For Database Modelling
1968,Object-Relational Database
1989,OneFS Distributed File System
2007,Operational Databases
2021,Oracle Business Intelligence Enterprise Edition
2023,Oracle Databases
2027,Oracle SQL Developer
2037,Organizational Chart
2156,Pivot Tables
2057,PL/SQL
2197,Predictive Analytics
2198,Predictive Modeling
2258,Project Chart
2325,Qualitative Data Analysis
2331,Quantitative Data Analysis
2393,Relational Data Mining
2411,Requirement Analysis
2432,Risk Analysis
2440,Root Cause Analysis
2482,Salesforce Object Query Language (SOQL)
2460,SAS Statistical Analysis
2461,SAS Text Miner
2528,Security Requirements Analysis
2605,Social Network
2608,Social Networking Tool
2629,Software Business Analysis
2663,Spark Streaming
2467,SQL Server Integration Services
2468,SQL Server Reporting Services
2469,SQLite
2699,Statistical Modeling
2721,Stream Processing
2722,Stream Restoration
2728,Structured Query Language Procedural Language (SQL PL)
2751,Survey Data Analysis
2767,System Analysis
2780,Tabular Data Stream
2812,Teradata SQL
2823,Text Mining
2845,Toad Data Modeler
2860,Transact-SQL
2931,Variance Analysis
2947,Video Encoding
3058,Yammer
821,Distributed Database
822,Distributed Database Management System (DDBMS)
716,Data Scraping
2,2D Computer Graphics
4,3D Computer Graphics
5,3D Modeling Software
13,Abstract Data Type
14,Abstract Syntax Notation One
15,Abstract Syntax Tree
45,Advanced Encryption Standard (AES)
73,Ajax
81,Algorithmic Trading
94,Analysis of Algorithm
93,Analysis Of Algorithm
106,Android Debug Bridge
108,Angular
122,Apache
123,Apache Ant
124,Apache Cassandra
128,Apache Hive
130,Apache Kafka
131,Apache Maven
134,Apache Subversion
135,Apache Tomcat
10,AWS Elastic MapReduce
223,Background Debug Mode
266,Binary Search Algorithm
267,Binary Search Tree
268,Binary Tree
288,BitLocker Drive Encryption
293,Blockchain
299,Bootstrap
357,C Data Type
361,C# Syntax
391,Cascading Style Sheet (CSS)
401,Centralized Storage System
494,Common ISDN Application Programming Interface (CAPI)
521,Component-Based Software Engineering
556,Computer-Aided Software Engineering
649,Cryptocurrency
651,Cryptographic Hash Functions
373,CSS Animation
374,CSS Code
375,CSS Framework
696,Data Display Debugger
698,Data Encryption Standard
722,Data Structure Alignment
723,Data Structured Language
729,Data-Structure Language
737,Database Encryption
790,Dictionary
806,Digital Storage Systems Interconnect
817,Disk Array
833,Docker
850,ECMAScript
916,Elliptic Curve Cryptography
919,Email Archiving
920,Email Client
921,Email Filtering
922,Email Management
925,Email Migration
926,Email Processing
927,Email Production
930,Embedded C++
936,Emulator High-Level Language Application Program Interface (EHLLAPI)
940,Encrypting File Systems
941,Encryption
942,Encryption Software
1005,Event Listener
1024,Experimental Software Engineering
1029,Extensible Application Markup Language
1031,Extensible HyperText Markup Language (XHTML)
1032,Extensible Markup Language (XML)
1063,File Format
1067,Filesystem-Level Encryption
1122,FourGen Computer-Aided Software Engineering (CASE) Tools
1128,Front End
1130,Full Stack Software Engineering
1151,Gate Array
1137,GIAC Web Application Security
1141,GNU Cflow
1142,GNU Debugger
1220,Graph Algorithm
1228,Graphical User Interface
1282,High Assurance Internet Protocols Encryptor
1297,Hortonworks Sandbox
1243,HTML Abstraction Markup Language
1302,Human Machine Interface
1315,HyperText Markup Language (HTML)
1324,IBM Configuration Management Version Control
1326,IBM Disk Storage System
1329,IBM XIV Storage System
1330,IIS Debugging
1355,Imagine
1418,Integrated Database Application Program Interface (IDAPI)
1457,Internet Server Application Programming Interface
1339,IPython
1470,Isilon
1480,Java Cryptography Architecture
1481,Java Cryptography Extension
1484,Java Programming Language Compiler (Javac)
1486,Java Stored Procedure
1487,Java Syntax
1488,Java Virtual Machine (JVM)
1490,JavaScript Object Notation (JSON)
1491,JavaScript Style Sheet
1510,Kernel Debugger
1511,Kernel-Based Virtual Machine
1518,Keyhole Markup Language
1537,Lambda Calculus
1534,LaTeX
1576,Linear Programming
1587,Linked List
1628,Machine Learning Algorithm
1635,Mail Sorter
1658,Mapping
1656,MapR
1685,Mass Email
1732,Messaging Application Programming Interface
1744,Microsft SQL Server Data Engine (MSDE)
1752,Microsoft Foundation Class Library
1754,Microsoft Java Virtual Machines
1766,Microsoft Visual Studio Debugger
1619,MISRA C
1804,Model-Driven Software Engineering
1623,MODO
1828,Motion Graphic Design
1892,Netscape Server Application Programming Interface
1914,Network-Attached Storage System
1928,Nice
1963,Object Oriented CSS
1969,Object-Relational Mapping
1993,Onshape
2016,Optical Sorting
2029,Oracle Virtual Machine
2046,Outlook
2071,Parallel Virtual Machine
2087,Password Authentication Protocols
2088,Password Cracking
2089,Password Generator
2090,Password Management
2091,Password Policy
2092,Password Safe
2093,Password Synchronization
2095,Password-Authenticated Key Agreements
2109,Performance Application Programming Interface
2118,Permutation
2119,Persistent Data Structure
2123,Phalcon
2052,PHP Development
2053,PHP Framework
2054,PHP Syntax and Semantics
2055,PHPMyAdmin
2184,Polytron Version Control System (PVCS)
2211,Priority Queue
2249,Profiling
2297,Public Key Cryptography
2298,Public Key Cryptography Standards (PKCS)
2336,Quantum Cryptography
2343,Quma Version Control System (QVCS)
2357,Random Forest Algorithm
2403,Remote Debugging
2417,Responsive Web Design
2425,Rhino
2494,SciPy
2502,Script Debugger
2508,Search Algorithm
2515,Secure Hash Algorithm
2517,Secure Password Authentication
2519,Secure Remote Password Protocols
2524,Security Assertion Markup Language (SAML)
2530,Sed
2563,Service Provisioning Markup Language
2580,Simultaneous Localization And Mapping (SLAM) Algorithm
2583,SketchUp
2628,Software Architecture
2632,Software Development Life Cycle
2635,Software Interface
2640,Software System
2645,Solaris
2647,Sort-Merge
2650,Sorting Algorithm
2648,SortSite
2657,SourceGear Vault
2682,Sprite
2689,Standard Generalized Markup Language
2768,System Center Virtual Machine Management
2777,TC Shell
2802,Telephony Application Programming Interface
2871,Treatment Algorithm
2890,Ubuntu
2900,Unix
2901,Unix Command
2902,Unix File System
2903,Unix Security
2905,Unix Tool
2906,Unix Utility
2919,User Experience Design (UX)
2920,User Experience Research Methodology
2922,User Interface Design
2929,Value Stream Mapping
2925,VBScript
2937,Verification And Validation
2940,Version Control Software
2957,Virtual Machine Interface
2966,Visual Basic .NET
2967,Visual Basic For Applications
2969,Visual C++
2971,Visual Cryptography
2993,Web Application
2994,Web Application Attack and Audit Framework
2995,Web Application Description Language (WADL)
2996,Web Application Development
2997,Web Application Framework
3004,Web Framework
3005,Web Navigation
3011,Web Servers
3048,XML Encryption
3056,XtremIO
3062,Yii
2690,Standard Markup Language
48,Adversarial Machine Learning
97,Analytic Geometry
138,Applicant Tracking System
168,Artificial Neural Network (ANN)
195,Automated Machine Learning
243,Bayesian Modeling
244,Bayesian Networks
248,Bayesian Statistics
316,Bug Tracking System
398,CatBoost
364,CATS Applicant Tracking System
430,Classification
431,Classification and Regression Tree
529,Computational Geometry
575,Confidence Intervals
579,Conic Sections
599,Content-Based Image Retrieval
614,Coordinate Geometry
616,Copula
683,DBSCAN
746,Debian Bug Tracking System
773,Descriptive Geometry
799,Digital Image Processing
892,Efficient-Market Hypothesis
914,Elementary Algebra
1004,Euclidean Geometry
1053,Feature Engineering
1054,Feature Extraction
1057,Feed Forward Neural Network
1123,Fractal Geometry
1154,Gaussian Process
1196,Goal Tracking System
1317,Hyperparameter Optimization
1351,Image Retrieval
1353,Image Segmentation
1331,IMR
1369,Inductive Machine Learning
1473,Issue Tracking System
1505,K-Means Clustering
1507,K-Nearest Neighbours Algorithm
1509,Keras
1533,LASSO Regression
1547,Latent Dirichlet Allocation
1574,Linear Algebra Package (LAPACK)
1601,Log-Normal Distribution
1611,Lua
1612,Luceo
1703,Matrix Algebra
1830,Movement Tracking System
1844,Multiple Linear Regression
1850,Multivariate Analysis of Variance
1852,Multivariate Linear Regression
1872,Natural Language Processing System
1874,Natural Language Programming
1875,Natural Language Toolkit
1876,Natural Language Understanding
1885,Negative Binomial Distribution
1919,Neural Network
1938,Nonlinear Dimensionality Reduction
1943,Noticing Hypothesis
1955,Numerical Linear Algebra
1962,Object Detection
1998,OpenCV
2044,Outliers
2049,Overfitting
2075,Parsec
2076,Parseint
2079,Parser Generators
2101,Pattern Recognition
2182,Polynomial Regression
2221,Probably Approximately Correct (PAC) Learning
2315,PyTorch
2359,Random Testing
2387,Regression Testing
2389,Regular Expressions
2392,Relation Algebra
2427,Ridge Regression
2499,Scikit-learn
2534,Semantic Analysis
2535,Semantic Parsing
2536,Semantic Search
2538,Semantic Technology
2557,Sequential Probability Ratios Testing
2668,Spectral Clustering
2696,Statistical Hypothesis Testing
2707,Stochastic Process
2811,Tensorflow
2824,Text Parsing
2848,Topic Modeling
2851,Torch
2855,Track Geometry
2856,Tracking System
2934,Vehicle Tracking System
2217,Probabilistic Network
2541,Semi-supervised Learning
2542,Semi-supervised Machine Learning
2864,Transfuction
1557,Learning to Learn
1384,Informal Retrieval
270,Bio-informatics
1172,Genetic Programming
1368,Inductive Logic Programming (ILP)
1801,Model Selection
1803,Model Validation
647,Cross Validation
2163,Platt Calibration
1472,Isotonic Regression
956,Ensemble Learning
2554,Sequential Ensemble Method
2068,Parallel Ensemble Method
957,Ensemble Method
1363,Incremental Learning
1512,Kernel-based Principal Component Analysis (KPCA)
1056,Feature Selection
1800,Model Evaluation
691,Data Acquisition
1237,Ground Truth Acquisition
2340,Query Type
2500,Scoring Metric
2573,Significance Test
2558,Sequential Supervised Learning
2587,Sliding-window Methods
2380,Recurrent Sliding Windows
1279,Hidden Markov Models
1705,Maximum Entropy Markov Models
574,Conditional Random Fields
1224,Graph Transformer Networks
2556,Sequential Prediction Problem
1356,Imitation Learning
1799,Model Based Reinforcement Learning
2550,Sequence Learning Process
2551,Sequence Prediction
2549,Sequence Generation
2552,Sequence Recognition
2553,Sequential Decision
2555,Sequential Learning
3,360 Secure Browser
86,Amazon Silk
87,Amazon Web Service
129,Apache Hypertext Transfer Protocol Server
210,Avant Browser
211,Avast Secure Browser
216,Azure Kubernetes Service
238,Basilisk
249,Beaker
289,Blink
290,Blink-based Web Brower
291,Blisk
308,Brave
311,Browser Engine
379,Cake Browser
419,Chromium
445,Cloud Computing Architecture
450,Cloud Service
455,Cloudera
456,Cloudera Impala
457,Cloudera Manager
366,CM Browser
464,Coc Coc Browser
506,Comodo Dragon
507,Comodo IceDragon
580,Conkeror
581,Connectionless-Mode Network Service
612,Cookies
741,Dataflow
742,Dataflow Architecture
685,DNS Security Extension
686,DNS Server
838,Dolphin Browser
840,Domain Name System (DNS)
841,Dooble
846,Dynamic DNS
895,Elastic Load Balancer
917,Emacs Web Wowser (eww)
852,EMC Cloud Computing
982,Epic
1048,Falkon
1153,Gateway Load Balancing Protocol
1155,Gecko
1156,Gecko-based Web Browser
1193,Global Server Load Balancing
1138,GNOME Web
1143,GNU IceCat
1203,Google Chrome
1208,Google Kubernetes Engine (GKE)
1246,HTTP Method
1318,Hypertext Transfer Protocol (HTTP)
1322,IBM Cloud Computing
3079,iCab
1451,Internet
1452,Internet Explorer
1468,Iplant Web Server
1506,K-Meleon
1526,Konqueror
1590,Links
1597,Load Balancing
1615,Lunascape
1616,Lynx
1706,Maxthon
1750,Microsoft Edge
1760,Microsoft Personal Web Server
1771,Midori
1832,Mozilla Firefox
1882,Navel Whale
1889,NetFront Browser
1890,NetSurf
1901,Network Load Balancing
1902,Network Load Balancing Service
1996,Open Cloud Computing Interface
2004,Opera
2042,Otter Browser
2063,Pale Moon
2154,PirateBrowser
2308,Puffin Browser
2321,QQ Browser
3090,qutebrowser
2472,Safari
2475,SalamWeb
2485,Samsung Internet Browser
2506,SeaMonkey
2516,Secure Hypertext Transfer Protocol
2586,Sleipnir
2588,SlimBrowser
2683,Sputnik
2470,SRWare Iron
2734,Subnetwork
3091,surf
2809,TenFourFox
2850,Tor
2885,UC Browser
2978,Vivaldi
3095,w3m
2989,Waterfox
2991,Web API
3000,Web Browser
3008,Web Server
3009,Web Server Gateway Interface
3013,WebKit
3014,WebKit-based Web Browser
3053,Xen Cloud Platform
3049,XML Interface For Network Service
3059,Yandex Browser
3069,Zeus Web Server
16,Access Control
17,Access Control Facility
18,Access Control List
19,Access Control System
47,Advanced Persistent Threat (APT)
121,Antivirus Software
140,Application Level Multicast Infrastructure (ALMI)
185,Authentication
186,Authentication Authorization And Accounting (AAA) Server
187,Authentication Protocol
188,Authentication Server
200,Automatic Private IP Addressing (APIPA)
203,Automative Security
222,Backdoor
235,Basic Access Authentication
256,Berkeley Socket
282,Biometric Spoofing
292,Block Cipher
300,Border Gateway Protocol
420,Cipher
421,Ciphertext
423,Cisco Router
497,Common Vulnerabilities and Exposures (CVE)
498,Common Vulnerability Scoring System (CVSS)
499,Common Weakness Enumeration (CWE)
536,Computer Access Control
541,Computer Crime
543,Computer Fraud
550,Computer Simulation
552,Computer Virus
554,Computer Worm
591,Consumer Privacy
634,Counter Mode Cipher Block Chaining Message Authentication Code Protocol (CCMP)
371,CPU Socket
653,Cryptographic Pseudorandom Number Generator (CPRNG)
654,Cryptographically Secure Pseudorandom Number Generator (CSPRNG)
675,Cybercrime
679,Cybersex Trafficking
680,Cyberwarfare
701,Data Link Layer
711,Data Privacy
712,Data Privacy Law
717,Data Security
725,Data Transmission
726,Data Transmission Network
730,Data-centric Security
765,Denial-of-service (DoS)
778,Deterministic Random Bit Generator (DRBG)
794,Diffie-Hellman Key Exchange
811,Direct-access Attack
818,Distance Vector Multicast Routing Protocol
819,Distance-Vector Routing Protocol
823,Distributed Denial-of-service (DDoS)
829,Distributed System Security Architecture
857,Eavesdropping
899,Electrical Socket
904,Electronic Access Control
910,Electronic Key Management System
928,Email Spoofing
938,Encrypted Key Exchange
939,Encrypting File System
954,Enhanced Interior Gateway Routing Protocol
991,Ethernet
992,Ethernet Local Area Network
993,Ethernet Over Twisted Pair
994,Ethernet Physical Layer
995,Ethernet VPN (EVPN)
1025,Exploit
1030,Extensible Authentication Protocol
1033,Extensible Stylesheet Language (XSL)
1034,Extensible Stylesheet Language Transformations (XSLT)
1051,Fast Ethernet
1061,Fibre Channel Over Ethernet
1080,Financial Privacy
1090,Firewall
1188,Gigabit Ethernet
1256,Hardware Random-Number Generator (HRNG)
1299,Hot Standby Router Protocol
1328,IBM Resource Access Control Facility
1388,Information Privacy
1395,Information Systems Security
1396,Information Systems Security Assessment Framework (ISSAF)
1398,Information Threat
1421,Integrated Service Router
1422,Integrated Windows Authentication
1434,Interior Gateway Routing Protocols
1453,Internet Key Exchange
1454,Internet Protocol (IP)
1455,Internet Security
1456,Internet Security Association And Key Management Protocol
1332,IP Address
1333,IP Address Blocking
1334,IP Address Management
1335,IP Address Spoofing
1336,IP Addressing
1337,IP Multicasting
1338,IP Routing
1485,Java Secure Socket Extension
1514,Key Management
1515,Key Management Interoperability Protocol
1519,Keylogger
1521,Keystroke Logging
1567,LenelS2
1582,Link Aggregation
1583,Link Layer
1584,Link Layer Discovery Protocol
1585,Link Layer Topology Discovery
1586,Link-State Routing Protocol
1603,Logic Bomb
1617,MAC Spoofing
1641,Malware
1642,Malware Analysis
1643,Malware Detection
1644,Malwarebytes' Anti-Malware
1718,Media Access Control
1725,Medical Privacy
1731,Message Authentication Code (MAC)
1740,Metro Ethernet
1795,Mobile IP
1797,Mobile Security
1798,Mobile Security Gateway
1807,Modular Multiplication-Based Block Cipher (MMB)
1824,Monte Carlo Method
1835,Multi-factor Authentication
1833,Multi-Factor Authentication
1838,Multicast Address Allocation Server
1839,Multicast Routing Protocol
1840,Multicast Source Discovery Protocol
1841,Multicasting
1849,Multitopology Routing Configuration
1894,Network Access Control
1900,Network Layer
1906,Network Routing
1910,Network Socket
1912,Network Topology
1987,On-Demand Multicast Routing Protocol (ODMRP)
2018,Optimized Link State Routing Protocol
2085,Password
2086,Password Authentication Protocol
2094,Password-Authenticated Key Agreement
2103,Payload
2135,Phising
2149,Physical Security
2165,Pluggable Authentication Module (PAM)
2204,Pretty Good Privacy (PGP)
2213,Privacy Law
2215,Privilege Escalation
2224,Procedural Generation
2275,Protocol Independent Multicast
2279,Pseudorandom Number Generator (PRNG)
2299,Public Key Infrastructure
2305,Public-key Cryptography Standards (PKCS)
2306,Public-key Encryption
2358,Random Number Generation (RNG)
2361,Ransomware
2369,Raw Socket
2402,Remote Authentication Dial In User Service (RADIUS)
2429,Right to Financial Privacy Act
2435,Rivest-Shamir-Adleman (RSA)
2438,Role-Based Access Control (RBAC)
2441,Rootkit
2442,Route Management
2444,Routing Protocol
2452,Runtime Application Self-protection
2501,Screen Scraper
2520,Secure by Default
2521,Secure by Design
2514,Secure Coding
2518,Secure Remote Password Protocol
2529,Security-focused Operating System
2576,Simple Password Exponential Key Exchange (SPEKE)
2577,Simple Public Key Infrastructure
2597,Social Engineering
2612,Social Security
2621,Socket
2622,Socket Programming
2623,Socket.io
2624,Socketserver
2656,Source-Specific Multicast
2676,Spoofing
2685,Spyware
2705,Steganography
2720,Stream Cipher
2723,Streaming
2735,Substitution Cipher
2763,Symmetric-key Encryption
2784,Tampering
2813,Terminal Access Controller Access-Control System (TACACS)
2954,Virtual IP Address
2962,Virtual Router Redundancy Protocol
2984,Vulnerability
2985,VxLAN (Virtual Extensible LAN)
3012,Web Shell
3022,Wireless Application Protocol (WAP)
3023,Wireless Distribution System
3024,Wireless Engineering
3025,Wireless LAN
3026,Wireless LAN Controllers
3027,Wireless Network
3028,Wireless Paging System
3029,Wireless Routing Protocol
3030,Wireless Security
3031,Wireless Site Survey
3095,Low Poly
3096,Polygon Mesh
3097,Uv Mapping
3098,Framing
3099,3D Graphics Software
3104,Basis Of Accounting
3106,Mental Accounting
3107,Computerized Accounting
3108,Accounting Regulations
3109,Generally Accepted Accounting Principles (GAAP)
3110,Gift Accounting
3112,Standard Accounting Practice
3113,Invoicing
3114,Sustainability Accounting
3116,Depletion
3117,"Selling, General and Administrative (SG&A) Expenses"
3118,Adobe Air
3119,Gamification
3120,Conquesting
3121,Commercialization
3122,Personal Advertisement
3123,Online Advertising
3124,Legal Advertising
3125,Advertising Campaigns
3126,Digital Advertising
3127,Contextual Advertising
3128,Native Advertising
3129,Advertising Terminology
3130,Google Adsense
3131,Agricultural Products
3133,Boolean Algebra
3134,Sigma-Algebra
3137,Constraint Algorithm
3138,Symmetric-Key Algorithm
3139,Peterson's Algorithm
3140,Algorithmics
3141,Distributed Algorithm
3142,Algorithmic Paradigm
3143,Combinatorial Algorithm
3144,Greedy Algorithm
3145,Divide And Conquer Algorithm
3147,Dynamic Programming
3151,Dijkstra's Algorithm
3153,Bellman Ford Algorithm
3155,Pattern Matching
3156,Algorithms On Strings
3157,Suffix Array
3158,Burrows Wheeler Transform
3159,Knuth Morris Pratt Algorithm
3160,NP-Completeness
3161,Maximum Flow Problem
3164,Primality Test
3167,Travelling Salesman Problem
3168,Evolutionary Algorithm
3169,While Loop
3170,Algorithmic Art
3171,Recursion
3172,Range Searching
3173,Sweep Line Algorithm
3174,Convex Hull
3175,String Searching Algorithm
3176,Space Time Tradeoff
3177,Bin Packing Problem
3178,Knapsack Problem
3179,Shortest Path Problem
3180,Do While Loop
3181,Chiropractic
3183,Level Of Analysis
3184,Philosophical Analysis
3186,Swot Analysis
3187,Feature-Oriented Domain Analysis
3188,Ratio Analysis
3189,Accounting Analysis
3190,Account Analysis
3191,Budget Analysis
3192,Organizational Analysis
3193,Technical Analysis
3195,Porter's Five Forces Analysis
3196,Pest Analysis
3199,Strategic Analysis
3200,Industry Analysis
3201,Competitor Analysis
3202,Capability Analysis
3203,Stakeholder Analysis
3206,Systems Analysis
3207,Situation Analysis
3208,Intelligence Analysis
3209,Customer Analysis
3210,Statement Analysis
3211,Performance Analysis
3212,Operational Analysis
3213,Job Analysis
3214,Conjoint Analysis
3217,Blindspots Analysis
3221,Static Timing Analysis
3223,Customer Analytics
3227,Traditional Animation
3228,Adobe Animate
3230,Archeology
3232,Apache Zookeeper
3237,OpenAPI Specification
3240,Polynomial-Time Approximation Scheme
3241,Randomized Rounding
3242,Ethnoarchaeology
3243,Dam
3244,Urban Area
3245,Inner City
3248,Architectural Design
3250,Interior Architecture
3251,Information Architecture
3252,Binary Arithmetic
3253,Modulo Operation
3254,Graphic Art
3257,Ascii Art
3258,Illustration
3259,Art Direction
3260,Visual Arts
3261,Visual Effects
3262,Neuron
3263,Ethics Of Artificial Intelligence
3264,Solar Systems
3265,Space Station
3267,Observational Astronomy
3268,Audio Recording
3270,Audio Editing
3271,Gnu Octave
3272,Volume Mesh
3273,Audio Engineering
3274,Digital Audio Workstation
3275,Opus
3276,Financial Audit
3277,Audit Risk
3278,Information Technology Audit
3279,Financial Auditing
3280,Risk Based Internal Audit
3281,Internal Audit
3282,Fraud Investigation
3283,Fraud Deterrence
3284,Fraud Detection
3285,Audit Committee
3286,Seo Audit
3287,Content Audit
3288,Autodesk 3Ds Max
3289,Macro
3290,Fractional Cascading
3291,Random Binary Tree
3293,Binary Decision Diagram
3294,Species
3295,Natural Selection
3298,Disaster
3299,Ageing
3300,Evolution
3301,Desert
3302,Father
3303,Health
3304,Genetics
3305,Symbiosis
3307,Bitcoin Network
3308,Coupon
3309,Double-Entry Bookkeeping System
3311,Plant
3312,Branding Communication
3313,Brand Awareness
3314,Brand Strength Analysis
3315,Brand Pricing
3316,Brand Architecture
3317,Brand Engagement
3318,Digital Branding
3319,Types Of Branding
3320,Brand Loyalty
3321,Brand Design
3322,Personal Branding
3323,Foreign Branding
3325,Brand
3327,Principle
3328,Experience
3330,Trading
3331,Reputation
3332,Fundraising
3334,Business Partner
3335,Partnership
3336,Publicity
3338,Inventory
3339,Merchandising
3340,Mergers & Acquisitions
3341,Business Communication
3344,Research And Development
3345,Value Proposition
3346,Chief Executive Officer (CEO)
3347,Contract Negotiation
3348,Business Presentations
3349,Cash Flow
3350,Strategic Negotiations
3351,Business Transformation
3352,Revenue
3354,Corporate Social Responsibility (CSR)
3355,Shareholders
3356,Headquarters
3357,Employee Selection
3358,Organizational Structure
3360,Customer Satisfaction
3361,Business Model Canvas
3362,Supply Chain
3363,Demand
3365,Business Solutions
3366,Budget Constraint
3368,Customer Support
3369,Work Breakdown Structure
3371,Consolidation
3372,Social Business Model
3373,Business Architecture
3375,Business Logic
3376,Monetization
3377,Bankruptcy
3378,Public Offering
3379,Sustainable Business
3380,E-Commerce
3382,Organization Design
3384,Organizational Development
3385,Business Ecosystem
3386,Strategic Partnerships
3387,Strategic Alliances
3388,Franchising
3389,Business Failures
